Id,Answer
2306,0
2308,1
2310,0
2314,0
2315,0
2317,0
2321,0
2326,0
2337,0
2343,0
2346,0
2353,0
2354,0
2357,0
2360,0
2361,1
2364,0
2365,0
2368,0
2369,1
2371,0
2378,0
2379,1
2382,1
2387,0
2392,1
2393,0
2396,1
2403,0
2408,1
2413,0
2414,1
2415,0
2421,1
2422,0
2425,0
2426,1
2430,1
2443,0
2444,0
2452,0
2453,0
2461,0
2466,0
2471,0
2472,0
2473,1
2477,0
2478,1
2480,0
2482,0
2485,0
2486,0
2488,0
2491,0
2492,0
2493,0
2495,1
2496,0
2497,0
2500,0
2503,0
2507,0
2508,0
2510,0
2511,0
2512,0
2516,0
2517,1
2521,0
2523,0
2524,0
2525,0
2533,0
2539,0
2541,0
2545,0
2549,0
2551,0
2556,0
2558,1
2562,0
2567,0
2569,1
2571,0
2573,0
2575,0
2577,0
2585,0
2587,0
2588,0
2589,0
2590,0
2594,0
2601,0
2603,0
2606,0
2610,0
2611,0
2614,0
2619,0
2620,0
2623,0
2630,1
2631,1
2634,0
2635,0
2641,0
2643,1
2649,0
2650,0
2653,0
2658,0
2662,0
2664,1
2666,0
2677,0
2681,0
2682,0
2684,0
2692,0
2693,0
2696,0
2697,0
2705,0
2707,1
2720,0
2724,1
2725,0
2728,0
2734,0
2735,1
2736,0
2743,1
2744,1
2745,0
2748,0
2751,0
2752,1
2754,0
2758,0
2760,0
2761,0
2768,0
2776,0
2788,0
2789,0
2794,0
2797,0
2799,0
2803,0
2805,0
2806,0
2807,0
2811,0
2820,0
2830,0
2831,0
2834,0
2835,0
2840,1
2845,0
2851,0
2854,0
2855,0
2857,0
2858,0
2868,0
2870,0
2876,0
2879,0
2880,0
2883,0
2887,0
2888,0
2889,0
2894,0
2897,0
2901,1
2903,0
2904,1
2905,0
2907,1
2912,0
2916,0
2918,0
2919,0
2923,0
2924,0
2925,1
2926,0
2928,0
2931,0
2933,0
2934,0
2936,0
2938,0
2939,0
2940,0
2941,0
2952,0
2955,0
2959,0
2962,0
2969,0
2980,0
2981,0
2982,0
2983,0
2985,0
2988,0
2989,0
2992,0
2993,0
2995,0
3004,0
3007,0
3011,0
3012,0
3013,1
3021,1
3023,0
3034,0
3037,0
3040,0
3041,0
3044,0
3046,0
3049,1
3052,0
3054,0
3056,0
3063,0
3066,0
3068,0
3071,1
3076,0
3078,0
3081,0
3086,0
3088,0
3093,0
3096,0
3099,0
3103,0
3109,0
3110,0
3114,0
3117,0
3120,0
3123,0
3127,0
3128,0
3135,0
3138,0
3141,0
3142,0
3144,0
3145,0
3149,0
3152,0
3154,0
3159,0
3161,0
3163,0
3167,0
3174,0
3179,0
3182,0
3189,0
3191,0
3193,0
3195,0
3198,0
3203,0
3211,0
3212,1
3215,0
3217,0
3219,0
3223,0
3227,1
3229,0
3230,0
3248,0
3250,0
3253,0
3255,0
3257,1
3262,0
3263,0
3265,0
3267,0
3270,0
3272,0
3275,0
3280,0
3287,0
3292,0
3295,0
3297,0
3298,0
3300,0
3306,0
3312,0
3316,0
3320,0
3321,0
3324,0
3332,0
3338,0
3348,0
3357,0
3358,0
3359,0
3361,0
3364,0
3368,1
3372,0
3377,0
3381,0
3383,0
3388,0
3389,1
3391,0
3392,0
3401,0
3405,0
3414,0
3415,0
3425,0
3433,0
3441,0
3442,0
3448,1
3452,0
3453,0
3455,0
3459,0
3460,0
3461,0
3468,0
3469,0
3472,0
3475,0
3485,0
3489,0
3497,0
3498,0
3500,0
3511,0
3513,0
3515,0
3518,0
3519,0
3524,0
3529,0
3536,0
3538,0
3541,0
3543,1
3544,0
3545,0
3546,0
3548,0
3554,0
3556,1
3559,1
3562,0
3564,0
3567,0
3576,0
3591,0
3592,0
3595,0
3604,0
3605,0
3606,0
3608,0
3613,0
3616,0
3618,0
3620,0
3622,0
3624,0
3629,1
3635,0
3637,0
3641,0
3644,0
3645,0
3646,0
3647,0
3651,1
3652,1
3658,0
3662,0
3664,0
3666,0
3669,0
3670,0
3671,0
3672,0
3675,0
3680,0
3683,0
3685,0
3687,0
3688,0
3692,0
3696,0
3699,1
3706,0
3717,0
3719,0
3720,0
3721,0
3726,0
3727,0
3728,0
3731,0
3736,1
3738,0
3739,0
3740,0
3744,0
3747,0
3749,0
3754,0
3762,0
3768,0
3782,0
3789,0
3792,0
3793,0
3796,0
3800,0
3801,0
3804,0
3811,0
3812,0
3815,0
3825,0
3828,0
3832,0
3833,0
3834,0
3835,0
3836,1
3839,0
3852,0
3855,0
3856,0
3857,0
3859,0
3864,0
3877,0
3879,0
3884,0
3887,0
3890,0
3892,1
3894,0
3896,0
3902,0
3905,1
3908,0
3914,0
3918,0
3921,0
3924,0
3929,0
3931,0
3936,0
3939,0
3940,0
3944,0
3945,0
3946,0
3954,0
3958,0
3962,0
3968,1
3972,0
3973,0
3974,0
3975,0
3976,0
3992,0
3993,0
3994,0
3996,0
3999,0
4003,0
4005,0
4006,0
4009,0
4012,0
4013,0
4014,0
4020,0
4021,0
4022,0
4024,0
4027,0
4028,0
4029,1
4035,0
4039,0
4041,0
4042,0
4043,0
4048,0
4051,0
4054,0
4060,0
4062,0
4065,0
4066,0
4068,0
4073,0
4075,1
4085,0
4090,0
4092,0
4096,0
4101,0
4103,0
4109,0
4112,0
4114,0
4119,0
4121,0
4123,0
4124,0
4126,0
4127,1
4133,0
4134,0
4140,0
4141,0
4142,0
4149,0
4153,1
4155,0
4156,0
4157,0
4160,1
4161,0
4164,0
4167,0
4170,0
4176,0
4179,0
4182,0
4185,0
4186,0
4187,0
4188,1
4189,0
4190,0
4192,0
4196,0
4199,0
4200,0
4201,1
4203,1
4207,0
4209,0
4211,0
4214,0
4228,0
4231,0
4232,0
4233,0
4236,1
4237,0
4240,0
4241,0
4244,0
4247,0
4251,0
4252,0
4255,0
4262,0
4270,0
4275,0
4280,0
4281,0
4283,0
4284,0
4299,0
4300,0
4307,0
4310,0
4311,0
4314,0
4316,0
4318,0
4323,0
4331,0
4332,0
4334,0
4337,0
4338,1
4345,0
4348,0
4349,1
4350,0
4353,0
4356,0
4358,0
4361,0
4377,0
4378,0
4379,0
4383,0
4384,1
4386,0
4388,0
4398,1
4402,0
4406,0
4407,1
4408,0
4409,0
4412,0
4413,0
4416,0
4418,0
4420,0
4423,0
4430,0
4433,0
4434,0
4439,0
4440,0
4446,0
4449,0
4450,0
4451,0
4455,0
4458,0
4462,0
4465,1
4466,0
4476,0
4478,1
4480,0
4481,1
4482,0
4483,0
4484,0
4486,0
4487,0
4492,1
4493,0
4494,0
4495,0
4498,0
4503,0
4509,0
4512,0
4516,0
4517,0
4518,0
4519,0
4520,0
4521,0
4527,0
4533,1
4534,0
4537,0
4540,1
4544,0
4546,0
4561,0
4563,0
4566,0
4570,0
4573,0
4575,1
4577,0
4579,0
4580,0
4586,0
4589,0
4593,1
4597,0
4599,1
4606,0
4608,0
4610,0
4611,0
4612,0
4614,0
4615,0
4618,0
4623,0
4624,0
4625,1
4627,0
4629,0
4630,0
4635,0
4639,1
4646,0
4649,0
4650,0
4652,0
4654,0
4656,1
4666,0
4667,0
4673,0
4675,0
4676,0
4681,0
4684,0
4691,0
4696,0
4699,0
4700,0
4703,0
4709,0
4714,0
4716,0
4719,0
4723,0
4727,0
4729,0
4734,0
4736,1
4738,0
4740,0
4744,1
4745,0
4746,1
4750,0
4754,0
4756,0
4758,1
4759,0
4765,0
4767,0
4769,0
4773,0
4782,1
4783,0
4788,0
4789,0
4792,0
4796,0
4800,0
4801,0
4803,0
4805,1
4807,1
4810,1
4811,0
4812,0
4820,0
4834,0
4840,1
4841,0
4845,0
4849,0
4851,0
4853,0
4856,0
4864,1
4873,0
4874,1
4884,0
4886,0
4903,1
4904,0
4906,1
4910,0
4911,0
4912,0
4914,1
4919,0
4921,0
4931,0
4932,0
4933,0
4934,0
4935,0
4937,0
4941,0
4942,0
4943,0
4949,0
4950,0
4953,1
4958,0
4959,0
4961,0
4968,0
4972,1
4974,0
4976,0
4978,1
4979,0
4981,0
4984,0
4986,0
4988,0
4996,0
4997,0
4999,0
5000,1
5008,0
5011,0
5013,0
5020,0
5027,0
5029,0
5046,0
5050,0
5059,0
5061,0
5062,0
5068,0
5069,0
5072,0
5074,0
5077,0
5085,0
5088,1
5090,0
5096,0
5100,0
5106,1
5108,0
5110,0
5114,0
5117,0
5126,0
5127,0
5128,0
5130,0
5138,0
5139,0
5140,0
5142,0
5146,0
5149,0
5153,0
5154,0
5157,0
5160,0
5162,0
5163,0
5164,0
5168,0
5171,0
5175,0
5193,0
5194,0
5197,1
5199,0
5202,1
5203,0
5204,0
5207,0
5209,1
5214,0
5215,0
5216,0
5217,0
5220,0
5221,0
5223,0
5227,0
5229,0
5231,0
5236,0
5238,1
5239,0
5242,0
5250,1
5253,0
5255,0
5258,0
5261,0
5262,0
5267,1
5274,0
5279,0
5283,0
5285,0
5287,0
5288,0
5300,0
5307,0
5312,0
5313,0
5316,0
5319,0
5323,0
5324,0
5326,0
5333,0
5336,0
5341,0
5345,0
5347,0
5361,0
5364,0
5367,0
5368,0
5374,0
5377,0
5378,0
5380,0
5384,0
5386,0
5395,0
5397,1
5401,0
5417,1
5418,0
5421,0
5426,0
5427,0
5437,1
5443,0
5453,0
5454,0
5465,0
5466,0
5467,0
5475,0
5477,0
5478,0
5481,0
5483,0
5484,0
5490,0
5493,1
5501,0
5503,0
5504,1
5512,0
5514,0
5515,0
5519,0
5520,0
5528,0
5529,0
5530,0
5532,1
5538,1
5540,0
5542,0
5544,0
5547,1
5548,0
5550,0
5551,0
5554,0
5555,0
5559,0
5563,0
5565,0
5566,0
5571,0
5590,0
5592,1
5597,0
5601,0
5603,0
5608,0
5609,0
5610,0
5611,0
5612,0
5619,0
5626,0
5636,0
5641,0
5643,0
5645,0
5647,0
5650,0
5653,0
5657,0
5660,0
5664,0
5665,0
5666,0
5669,1
5675,0
5680,0
5684,0
5685,1
5688,0
5689,0
5690,0
5696,1
5698,0
5704,0
5706,0
5707,0
5708,0
5717,0
5720,0
5723,0
5725,0
5726,0
5727,1
5729,0
5730,0
5731,0
5733,0
5734,0
5737,0
5745,0
5747,1
5750,0
5757,0
5768,0
5772,0
5778,0
5779,0
5781,0
5787,0
5791,0
5793,0
5794,0
5795,0
5797,0
5804,0
5807,0
5809,0
5810,0
5811,0
5812,0
5813,0
5818,0
5819,0
5821,0
5822,1
5831,0
5833,0
5839,0
5841,0
5843,0
5846,0
5850,0
5853,0
5855,0
5858,0
5860,0
5862,0
5863,0
5864,1
5870,0
5873,0
5886,0
5887,0
5888,0
5890,0
5898,0
5905,0
5915,0
5916,0
5918,0
5921,0
5922,0
5928,0
5934,0
5948,0
5951,0
5953,0
5954,0
5955,0
5959,0
5961,0
5966,0
5967,0
5968,1
5969,0
5971,0
5972,0
5975,0
5981,0
5983,0
5985,0
5987,0
5989,0
5992,0
5993,0
5995,0
5996,0
6001,0
6004,1
6008,1
6009,0
6015,0
6019,0
6024,0
6026,0
6028,0
6030,0
6040,0
6052,0
6055,0
6057,0
6058,0
6060,0
6065,0
6070,0
6077,0
6078,0
6081,0
6091,0
6097,0
6102,0
6105,0
6106,0
6108,0
6109,0
6111,0
6112,0
6121,1
6131,0
6133,0
6135,0
6139,0
6140,0
6145,0
6146,0
6151,0
6159,0
6160,0
6162,0
6168,0
6172,0
6173,1
6176,0
6183,0
6184,0
6185,0
6186,0
6188,0
6189,0
6191,0
6193,0
6194,0
6195,0
6196,0
6198,0
6201,0
6202,0
6203,0
6204,0
6210,0
6212,0
6216,0
6219,0
6222,0
6223,0
6231,0
6232,1
6233,1
6236,1
6238,0
6240,0
6241,0
6245,0
6247,0
6253,0
6257,0
6262,0
6265,0
6266,0
6267,0
6270,0
6273,0
6276,0
6278,1
6284,0
6285,0
6286,0
6288,0
6292,0
6294,0
6305,0
6306,0
6307,0
6317,0
6321,0
6322,0
6323,0
6338,0
6341,0
6342,0
6343,0
6348,0
6349,1
6351,0
6356,0
6360,0
6363,0
6364,0
6369,0
6372,0
6376,0
6383,1
6387,1
6389,0
6391,0
6395,0
6403,0
6405,0
6406,0
6410,0
6415,0
6417,0
6418,1
6419,0
6420,1
6423,0
6424,0
6425,0
6429,1
6432,0
6438,0
6440,0
6445,0
6446,0
6450,0
6456,0
6460,0
6473,0
6477,0
6482,0
6486,0
6488,0
6489,0
6492,0
6495,0
6496,0
6499,0
6501,0
6504,0
6519,1
6520,0
6522,0
6526,0
6530,0
6531,0
6533,1
6536,0
6541,1
6545,0
6551,0
6554,0
6561,0
6562,0
6565,0
6568,0
6584,0
6585,0
6590,0
6591,0
6593,0
6596,0
6599,1
6601,0
6603,0
6604,0
6605,0
6608,0
6611,0
6624,0
6625,0
6628,0
6633,0
6637,1
6639,1
6641,0
6644,0
6649,0
6650,0
6652,0
6653,0
6661,1
6666,0
6669,1
6671,0
6683,0
6685,0
6691,0
6693,0
6695,0
6705,0
6709,1
6711,0
6716,0
6719,0
6720,1
6722,0
6724,0
6728,0
6745,0
6746,0
6747,0
6750,0
6758,0
6764,0
6768,0
6769,1
6772,0
6774,0
6776,0
6777,0
6778,0
6779,0
6785,0
6794,0
6796,0
6798,0
6799,0
6800,0
6802,0
6810,0
6813,0
6820,0
6821,0
6824,0
6832,0
6833,0
6837,0
6839,0
6840,0
6843,0
6845,0
6851,0
6856,0
6860,0
6863,0
6869,1
6872,1
6874,0
6875,0
6882,0
6883,0
6885,0
6887,0
6889,0
6890,0
6895,0
6899,0
6901,0
6909,0
6912,0
6914,0
6916,0
6921,0
6926,0
6928,0
6929,0
6930,0
6934,0
6936,1
6937,0
6940,0
6941,0
6942,0
6947,0
6954,0
6956,0
6957,0
6958,0
6961,0
6962,0
6965,1
6968,0
6969,0
6971,0
6972,0
6973,0
6976,0
6978,0
6979,1
6981,0
6982,0
6984,0
6985,1
6987,0
6988,1
6989,0
6990,0
6992,1
6994,1
6997,0
6998,0
6999,0
7000,0
7004,0
7005,0
7010,0
7012,0
7013,0
7015,0
7016,0
7024,0
7026,0
7033,0
7034,1
7036,0
7040,0
7042,0
7047,1
7048,0
7049,0
7057,0
7059,0
7061,0
7066,0
7068,0
7069,0
7078,0
7079,0
7082,0
7084,0
7088,0
7092,0
7099,0
7102,0
7104,0
7106,0
7108,0
7120,0
7125,0
7130,0
7133,0
7134,0
7135,0
7136,0
7139,0
7143,1
7146,0
7148,1
7156,0
7161,0
7173,0
7174,0
7180,0
7182,0
7189,0
7193,0
7195,0
7197,0
7199,0
7202,1
7207,0
7209,0
7211,0
7213,0
7215,0
7221,0
7229,0
7233,0
7238,1
7239,0
7242,0
7246,0
7256,0
7258,0
7259,0
7260,0
7261,0
7263,0
7267,0
7268,0
7272,1
7274,0
7277,0
7279,0
7281,0
7282,0
7284,0
7286,0
7287,0
7294,0
7295,0
7298,0
7305,0
7314,0
7317,0
7319,0
7320,0
7321,0
7326,0
7328,0
7332,0
7335,0
7343,0
7347,1
7351,1
7361,0
7363,0
7365,0
7369,0
7372,0
7384,0
7387,0
7389,1
7392,0
7393,1
7396,0
7400,0
7402,0
7408,0
7412,0
7417,0
7418,1
7421,0
7428,0
7431,0
7432,1
7443,0
7446,0
7448,0
7455,0
7457,0
7460,1
7462,0
7463,0
7464,0
7468,0
7469,1
7471,0
7474,0
7475,1
7478,0
7483,0
7484,0
7485,0
7494,0
7495,0
7502,0
7503,1
7507,0
7508,0
7510,0
7513,0
7515,0
7517,1
7518,0
7519,0
7521,0
7524,0
7527,0
7529,0
7531,0
7535,0
7538,0
7543,1
7547,0
7548,0
7549,0
7551,0
7553,1
7555,0
7561,0
7563,0
7564,0
7573,0
7577,0
7579,0
7581,0
7582,0
7584,0
7585,0
7589,1
7590,0
7598,0
7601,0
7604,0
7606,0
7611,0
7613,0
7616,0
7619,0
7624,1
7626,0
7627,0
7634,0
7638,1
7640,0
7643,1
7646,0
7647,0
7651,1
7654,1
7660,0
7661,0
7663,0
7670,0
7671,0
7676,0
7677,0
7688,0
7692,0
7698,1
7703,0
7704,0
7705,0
7707,0
7711,0
7712,0
7714,1
7716,1
7717,0
7722,0
7738,0
7743,0
7744,0
7748,0
7752,0
7756,1
7758,0
7762,0
7764,0
7765,0
7771,0
7786,0
7790,0
7801,0
7802,0
7806,0
7811,0
7813,1
7818,0
7827,0
7829,0
7835,0
7837,0
7839,0
7840,0
7843,0
7856,0
7862,0
7864,1
7867,1
7873,0
7878,1
7887,0
7890,0
7893,0
7895,0
7898,0
7900,1
7902,1
7906,1
7908,0
7911,0
7917,0
7919,0
7920,0
7927,0
7928,0
7935,0
7936,0
7937,0
7939,0
7948,0
7952,0
7953,0
7958,0
7969,0
7971,0
7978,0
7983,1
7988,0
7989,0
7991,1
7994,0
7997,0
7998,0
8000,0
8012,0
8016,0
8020,0
8021,0
8023,0
8024,0
8029,0
8030,0
8031,0
8032,0
8033,0
8034,0
8037,0
8039,0
8043,0
8046,0
8047,0
8051,1
8058,1
8061,0
8065,0
8072,0
8073,0
8077,0
8080,0
8082,0
8085,0
8088,0
8092,0
8094,0
8096,0
8103,0
8104,1
8108,0
8111,0
8113,1
8118,0
8119,0
8122,0
8129,0
8134,0
8136,0
8137,0
8143,0
8145,0
8147,0
8150,0
8152,0
8153,0
8154,0
8161,0
8162,0
8163,0
8165,0
8166,0
8169,0
8172,0
8173,1
8177,1
8179,0
8180,0
8190,0
8191,1
8196,0
8201,0
8205,0
8208,0
8209,0
8210,0
8215,0
8216,0
8219,0
8224,0
8226,0
8227,0
8231,0
8232,1
8233,0
8237,0
8244,0
8246,0
8247,0
8249,0
8254,0
8257,0
8259,0
8260,0
8262,0
8263,0
8268,0
8270,1
8273,0
8276,0
8284,0
8289,1
8291,0
8296,0
8299,0
8300,0
8302,0
8304,0
8309,0
8312,0
8314,1
8315,0
8322,0
8325,0
8326,0
8333,0
8335,0
8336,0
8341,0
8350,0
8353,1
8362,0
8363,1
8364,0
8373,1
8374,0
8376,0
8379,0
8381,0
8382,0
8383,1
8387,0
8388,1
8397,0
8403,0
8404,0
8405,0
8419,0
8423,0
8428,0
8439,0
8445,0
8450,0
8451,0
8470,0
8474,0
8480,0
8481,0
8482,0
8483,0
8484,0
8488,0
8489,0
8491,0
8492,0
8495,0
8497,0
8498,0
8500,1
8501,0
8506,0
8507,0
8508,0
8511,0
8514,0
8515,0
8517,0
8522,0
8527,1
8530,1
8533,1
8534,0
8537,0
8543,0
8545,0
8551,0
8554,0
8558,0
8563,0
8566,0
8567,0
8570,0
8571,0
8572,0
8573,0
8574,0
8579,0
8582,0
8587,0
8588,0
8589,0
8595,0
8596,0
8602,0
8603,0
8606,1
8609,0
8612,0
8614,1
8615,0
8616,0
8624,0
8626,0
8627,0
8630,0
8631,0
8632,1
8633,1
8634,0
8635,0
8636,0
8644,0
8645,0
8646,0
8656,0
8658,0
8662,0
8663,0
8665,0
8667,0
8668,0
8672,0
8674,0
8675,0
8679,0
8682,0
8683,0
8685,0
8686,0
8687,0
8688,0
8691,0
8694,1
8702,0
8706,0
8712,1
8714,0
8716,0
8718,0
8723,0
8729,0
8730,0
8731,0
8732,1
8735,0
8737,1
8738,0
8742,1
8743,0
8745,0
8749,0
8751,0
8755,0
8763,0
8766,0
8773,0
8776,0
8778,0
8779,0
8785,0
8786,0
8788,1
8801,0
8802,0
8803,0
8804,0
8805,0
8808,1
8811,0
8814,0
8821,1
8823,0
8827,0
8828,0
8829,0
8830,1
8841,0
8847,0
8848,0
8859,0
8861,0
8865,0
8867,0
8870,0
8874,1
8875,0
8876,0
8880,0
8884,0
8886,0
8890,0
8892,0
8894,0
8896,0
8900,0
8904,0
8908,0
8910,0
8918,0
8927,0
8930,0
8933,0
8943,0
8944,0
8946,0
8952,0
8955,0
8956,0
8958,1
8959,0
8962,1
8964,0
8967,0
8969,0
8970,0
8975,0
8977,0
8978,0
8981,0
8988,1
8993,0
8995,0
9006,0
9008,0
9009,0
9013,1
9015,0
9031,0
9033,0
9037,0
9039,0
9042,0
9044,0
9045,0
9046,0
9052,0
9055,0
9057,0
9061,0
9064,0
9067,0
9071,0
9072,1
9078,0
9082,0
9094,0
9101,0
9104,0
9105,0
9108,1
9112,0
9115,1
9118,0
9119,0
9124,0
9126,1
9136,1
9137,0
9141,0
9143,0
9144,0
9148,0
9152,0
9153,0
9154,0
9156,0
9157,0
9158,0
9159,1
9160,0
9165,0
9166,1
9168,0
9172,0
9175,0
9176,0
9187,0
9190,0
9191,0
9197,0
9200,0
9201,0
9202,0
9204,0
9208,0
9209,0
9217,0
9219,0
9220,0
9223,0
9229,0
9230,0
9232,0
9233,0
9238,0
9241,0
9242,1
9243,0
9252,1
9257,0
9259,0
9261,0
9262,0
9264,0
9266,0
9267,0
9269,0
9273,0
9274,0
9275,1
9280,0
9287,0
9291,0
9298,0
9299,0
9302,0
9303,0
9307,0
9310,1
9313,0
9317,0
9321,0
9322,0
9325,0
9329,0
9341,0
9343,0
9345,0
9347,0
9350,0
9354,0
9356,0
9357,0
9361,0
9362,0
9364,0
9366,0
9370,0
9375,0
9376,0
9381,0
9383,0
9385,0
9390,0
9394,0
9406,1
9407,1
9408,0
9409,0
9417,0
9418,0
9421,0
9422,0
9423,0
9426,0
9429,0
9436,0
9437,0
9438,1
9440,0
9450,0
9451,0
9458,0
9464,0
9466,0
9467,0
9469,0
9470,0
9472,0
9474,1
9477,0
9479,0
9481,0
9482,0
9483,0
9485,0
9494,0
9495,0
9496,0
9497,0
9501,0
9509,0
9510,0
9511,0
9515,0
9516,0
9519,1
9524,0
9529,0
9535,0
9536,0
9549,0
9571,0
9572,0
9578,0
9579,0
9580,0
9583,0
